[2021-03-16 16:59:05.193430] [160542] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2112
[2021-03-16 17:00:59.068066] [162880] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2202
[2021-03-16 17:00:59.068133] [162880] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2201
[2021-03-16 17:00:59.068141] [162880] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2112
[2021-03-16 17:00:59.068160] [162880] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2111
[2021-03-16 17:00:59.068166] [162880] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2110
[2021-03-16 17:00:59.068182] [162880] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2109
[2021-03-16 17:00:59.068200] [162880] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2108
[2021-03-16 17:00:59.068207] [162880] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2107
[2021-03-16 17:03:47.591296] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2202
[2021-03-16 17:03:47.591339] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2201
[2021-03-16 17:03:47.591344] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2112
[2021-03-16 17:03:47.591351] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2111
[2021-03-16 17:03:47.591356] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2110
[2021-03-16 17:03:47.591362] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2109
[2021-03-16 17:03:47.591387] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2108
[2021-03-16 17:03:47.591395] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2107
